name,capacity,technology,form factor,connectivity,release date,more tech info,dram inside,release year,capacity TBytes,power_idle,power_avg,power_max
PNY LX3030,1 TB,pSLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2021,Phison E12S,1024 MB(1 TB model),2021,1,0,0,0
PNY LX3030,2 TB,pSLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2021,Phison E12S,1024 MB(1 TB model),2021,2,0,6,0
PNY CS900 (SM2259XT2 + SK Hynix V6),240 GB,TLCSK Hynix128-layer,"2.5""",SATA 6 Gbps,Mar 2018,SM2259XT2,DRAM-less,2018,0.234375,0,0,0
PNY CS900 (Micron B16A),120 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.1171875,0,0,0
PNY CS900 (Micron B16A),240 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.234375,0,0,0
PNY CS900 (Micron B16A),250 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.244140625,0,0,0
PNY CS900 (Micron B17A),480 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.46875,0,0,0
PNY CS900 (Micron B17A),500 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.48828125,0,0,0
PNY CS900 (Micron B17A),960 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,0.9375,0,0,0
PNY CS900 (Micron B17A),1 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,1,0,0,0
PNY CS900 (Micron B17A),2 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,2,0,0,0
PNY CS900 (Micron N18A),4 TB,QLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,4,0,0,0
PNY CS900 (Micron N18A),8 TB,QLCMicron64-layer,"2.5""",SATA 6 Gbps,Mar 2018,Phison S11,DRAM-less,2018,8,0,0,0
PNY CS3150 XLR8 (w/ heatsink),1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Nov 2023,Phison E26,2048 MB(1 TB model),2023,1,0,8,0
PNY CS3150 XLR8 (w/ heatsink),2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Nov 2023,Phison E26,2048 MB(1 TB model),2023,2,0,8,0
PNY CS2150,1 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Dec 2024,Phison E31T,DRAM-less(64 MB HMB),2024,1,0,0,0
PNY CS2150,2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Dec 2024,Phison E31T,DRAM-less(64 MB HMB),2024,2,2,0,0
PNY CS2142,1 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Mar 2024,Phison E21T,DRAM-less(64 MB HMB),2024,1,0,0,0
PNY CS2142,2 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Mar 2024,Phison E21T,DRAM-less(64 MB HMB),2024,2,2,0,0
Raspberry Pi SSD (Biwin AP425 OEM),512 GB,TLCMicron176-layer,M.2 2230,PCIe 3.0 x4,Oct 2024,IG5216,DRAM-less(64 MB HMB),2024,0.5,0,0,0
Raspberry Pi SSD (Samsung PM991a OEM),256 GB,TLCSamsung128-layer,M.2 2230,PCIe 3.0 x4,Oct 2024,Samsung Pablo,DRAM-less(64 MB HMB),2024,0.25,0,0,0
Raspberry Pi SSD (Samsung PM991a OEM),512 GB,TLCSamsung128-layer,M.2 2230,PCIe 3.0 x4,Oct 2024,Samsung Pablo,DRAM-less(64 MB HMB),2024,0.5,0,0,0
Redragon Blade,512 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,0.5,0,0,0
Redragon Blade,1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,1,0,0,0
Reletech P600,1 TB,TLCMicron176-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E15,DRAM-less(64 MB HMB),nown,1,0,0,0
Reletech P400 Pro (TLC) (Kioxia BiCS4),500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2020,Phison E16,1024 MB(1 TB model),2020,0.48828125,0,0,0
Reletech P400 Pro (TLC) (Kioxia BiCS4),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2020,Phison E16,1024 MB(1 TB model),2020,1,0,0,0
Reletech P400 Pro (TLC) (Kioxia BiCS4),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2020,Phison E16,1024 MB(1 TB model),2020,2,0,0,0
Reletech P400 Pro (QLC) (Micron N28A),1 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2020,Phison E16,1024 MB(1 TB model),2020,1,0,0,0
Reletech P400 Pro (QLC) (Micron N28A),2 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2020,Phison E16,1024 MB(1 TB model),2020,2,0,0,0
Reletech P400 EVO (PS5) (IG5236 + YMTC 128-L),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,0.48828125,0,0,0
Reletech P400 EVO (PS5) (IG5236 + YMTC 128-L),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (PS5) (IG5236 + YMTC 128-L),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (PS5) (E18 + Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,512 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (PS5) (E18 + Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,512 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (PS5) (E18 + Micron B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,512 MB(1 TB model),2021,2,0,0,0
Reletech P400 EVO (MAP1602 + YMTC 232-L),500 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2021,MAP1602A,DRAM-less(32 MB HMB),2021,0.48828125,0,0,0
Reletech P400 EVO (MAP1602 + YMTC 232-L),1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2021,MAP1602A,DRAM-less(32 MB HMB),2021,1,0,0,0
Reletech P400 EVO (MAP1602 + YMTC 232-L),2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2021,MAP1602A,DRAM-less(32 MB HMB),2021,2,0,0,0
Reletech P400 EVO (IG5236 + YMTC 128-L),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,0.48828125,0,0,0
Reletech P400 EVO (IG5236 + YMTC 128-L),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,0.48828125,0,0,0
Reletech P400 EVO (IG5236 + YMTC 128-L),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (IG5236 + YMTC 128-L),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2021,IG5236,1024 MB(1 TB model),2021,2,0,0,0
Reletech P400 EVO (E18 + Micron B27B),500 GB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,0.48828125,0,0,0
Reletech P400 EVO (E18 + Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
Reletech P400 EVO (E18 + Micron B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
Reletech P400 (YMTC BCT1B),256 GB,TLCYMTC64-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(512 GB model),2021,0.25,0,0,0
Reletech P400 (YMTC BCT1B),512 GB,TLCYMTC64-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(512 GB model),2021,0.5,0,0,0
Reletech P400 (YMTC CDT1B),256 GB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(1 TB model),2021,0.25,0,0,0
Reletech P400 (YMTC CDT1B),512 GB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(1 TB model),2021,0.5,0,0,0
Reletech P400 (YMTC CDT1B),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(1 TB model),2021,1,0,0,0
Reletech P400 (YMTC CDT1B),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,256 MB(1 TB model),2021,2,0,0,0
Rise Mode Gamer Line (SM22259XT2 + Micron B58R),240 GB,TLCMicron232-layer,"2.5""",SATA 6 Gbps,Unknown,SM2259XT2,DRAM-less,nown,0.234375,0,0,0
RZX Pro (SM2259XT2 + Kioxia BiCS4),240 GB,TLCToshiba96-layer,"2.5""",SATA 6 Gbps,2022,SM2259XT2,DRAM-less,2022,0.234375,0,1,2
Sabrent Rocket X5 Gen 5,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Mar 2023,Phison E26,Unknown(1 TB model),2023,1,0,0,0
Sabrent Rocket Q4 (w/ Heatsink),1 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,1,0,0,0
Sabrent Rocket Q4 (w/ Heatsink),2 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,2,0,0,0
Sabrent Rocket Q4 (w/ Heatsink),4 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,4,2,6,0
Sabrent Rocket Q4 2230,2 TB,QLCMicron176-layer,M.2 2230,PCIe 4.0 x4,May 2023,Phison E21T,DRAM-less(64 MB HMB),2023,2,0,0,0
Sabrent Rocket Q4,1 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,1,0,0,0
Sabrent Rocket Q4,2 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,2,0,0,0
Sabrent Rocket Q4,4 TB,QLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jul 2020,Phison E16,1024 MB(1 TB model),2020,4,2,6,0
Sabrent Rocket Q,500 GB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2020,Phison E12S,256 MB(1 TB model),2020,0.48828125,0,0,0
Sabrent Rocket Q,1 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2020,Phison E12S,256 MB(1 TB model),2020,1,0,0,0
Sabrent Rocket Q,2 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2020,Phison E12S,256 MB(1 TB model),2020,2,0,0,0
Sabrent Rocket Q,4 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2020,Phison E12S,256 MB(1 TB model),2020,4,0,0,0
Sabrent Rocket Q,8 TB,QLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Jul 2020,Phison E12S,256 MB(1 TB model),2020,8,0,0,0
Sabrent Rocket NVMe PCIe M.2 2230,256 GB,TLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Dec 2022,Phison E21T,DRAM-less(64 MB HMB),2022,0.25,0,0,0
Sabrent Rocket NVMe PCIe M.2 2230,512 GB,TLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Dec 2022,Phison E21T,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Sabrent Rocket NVMe PCIe M.2 2230,1 TB,TLCMicron176-layer,M.2 2230,PCIe 4.0 x4,Dec 2022,Phison E21T,DRAM-less(64 MB HMB),2022,1,0,0,0
Sabrent Rocket 5,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2024,Phison E26,1024 MB(1 TB model),2024,1,0,0,0
Sabrent Rocket 5,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2024,Phison E26,1024 MB(1 TB model),2024,2,0,8,0
Sabrent Rocket 5,4 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,Feb 2024,Phison E26,1024 MB(1 TB model),2024,4,0,0,0
Sabrent Rocket 4.0 (w/ Heatsink),500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,0.48828125,2,0,0
Sabrent Rocket 4.0 (w/ Heatsink),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,1,0,0,0
Sabrent Rocket 4.0 (w/ Heatsink),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,2,2,6,0
Sabrent Rocket 4.0,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,0.48828125,2,0,0
Sabrent Rocket 4.0,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,1,0,0,0
Sabrent Rocket 4.0,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jul 2019,Phison E16,1024 MB(1 TB model),2019,2,0,6,0
Sabrent Rocket 4 Plus-Destroyer 2.0,64 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x16,Jul 2022,Phison E18,2048 MB(64 TB model),2022,64,0,0,0
Sabrent Rocket 4 Plus G,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,1,0,0,0
Sabrent Rocket 4 Plus G,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,2,0,6,10
Sabrent Rocket 4 Plus G,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jul 2022,Phison E18,1024 MB(1 TB model),2022,4,0,0,0
Sabrent Rocket 4 Plus (Micron B47R),500 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E18,1024 MB(1 TB model),2022,0.48828125,0,0,0
Sabrent Rocket 4 Plus (Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E18,1024 MB(1 TB model),2022,1,0,6,0
Sabrent Rocket 4 Plus (Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E18,1024 MB(1 TB model),2022,2,0,6,10
Sabrent Rocket 4 Plus (Micron B47R),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E18,1024 MB(1 TB model),2022,4,0,6,10
Sabrent Rocket 4 Plus (Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Nov 2020,Phison E18,1024 MB(1 TB model),2020,1,0,6,0
Sabrent Rocket 4 Plus (Micron B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Nov 2020,Phison E18,1024 MB(1 TB model),2020,2,0,6,10
Sabrent Rocket 4 Plus (Micron B27B),4 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Nov 2020,Phison E18,1024 MB(1 TB model),2020,4,0,6,10
Sabrent Rocket 4 Plus (Kioxia BiCS5),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Dec 2021,Phison E18,2048 MB(8 TB model),2021,8,0,6,10
Sabrent Rocket 4,1 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Mar 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,0,0,0
Sabrent Rocket 4,2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Mar 2024,Phison E27T,DRAM-less(64 MB HMB),2024,2,0,0,0
Sabrent Rocket (Phison E12S + Kioxia BiCS4),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,512 MB(2 TB model),2020,2,0,0,0
Sabrent Rocket (Phison E12S + Kioxia BiCS4),4 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,512 MB(2 TB model),2020,4,0,0,0
Sabrent Rocket (Phison E12S + Micron B27A),1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,512 MB(1 TB model),2020,1,0,0,0
Sabrent Nano,1 TB,TLCKioxia162-layer,M.2 2242,PCIe 4.0 x4,May 2024,Phison E27T,DRAM-less(64 MB HMB),2024,1,0,0,0
Samsung SZ1735,800 GB,SLCSamsung48-layer,U.2,PCIe 3.0 x4,Dec 2021,Samsung Eagle,Unknown(800 GB model),2021,0.78125,0,0,0
Samsung SM961,128 GB,MLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,Apr 2016,Samsung Polaris,1024 MB(1 TB model),2016,0.125,0,0,0
Samsung SM961,256 GB,MLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,Apr 2016,Samsung Polaris,1024 MB(1 TB model),2016,0.25,0,0,0
Samsung SM961,512 GB,MLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,Apr 2016,Samsung Polaris,1024 MB(1 TB model),2016,0.5,0,0,0
Samsung SM961,1 TB,MLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,Apr 2016,Samsung Polaris,1024 MB(1 TB model),2016,1,0,0,0
Samsung SM883,240 GB,MLCSamsung64-layer,"2.5""",SATA 6 Gbps,Apr 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.234375,0,0,0
Samsung SM883,480 GB,MLCSamsung64-layer,"2.5""",SATA 6 Gbps,Apr 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.46875,0,0,0
Samsung SM883,960 GB,MLCSamsung64-layer,"2.5""",SATA 6 Gbps,Apr 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.9375,0,0,0
Samsung PM9E1,512 GB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x4,2024,Samsung Presto,Unknown(1 TB model),2024,0.5,0,0,0
Samsung PM9E1,1 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x4,2024,Samsung Presto,Unknown(1 TB model),2024,1,0,0,0
Samsung PM9E1,2 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x4,2024,Samsung Presto,Unknown(1 TB model),2024,2,0,0,0
Samsung PM9E1,4 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x4,2024,Samsung Presto,Unknown(1 TB model),2024,4,0,0,0
Samsung PM9C1a,1 TB,TLCSamsung176-layer,M.2 2230,PCIe 4.0 x4,Jan 2023,Samsung Piccolo,DRAM-less(64 MB HMB),2023,1,0,0,0
Samsung PM9B1,256 GB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,2022,88SS1322,DRAM-less(64 MB HMB),2022,0.25,0,0,0
Samsung PM9B1,512 GB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,2022,88SS1322,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Samsung PM9B1,1 TB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,2022,88SS1322,DRAM-less(64 MB HMB),2022,1,0,0,0
Samsung PM9A3,960 GB,TLCSamsung128-layer,U.3,PCIe 4.0 x4,Feb 2021,Samsung Elpis,Unknown(960 GB model),2021,0.9375,0,8,10
Samsung PM9A1,256 GB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,Sep 2020,Samsung Elpis,1024 MB(1 TB model),2020,0.25,0,0,0
Samsung PM9A1,512 GB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,Sep 2020,Samsung Elpis,1024 MB(1 TB model),2020,0.5,0,0,0
Samsung PM9A1,1 TB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,Sep 2020,Samsung Elpis,1024 MB(1 TB model),2020,1,0,0,0
Samsung PM9A1,2 TB,TLCSamsung128-layer,M.2 2280,PCIe 4.0 x4,Sep 2020,Samsung Elpis,1024 MB(1 TB model),2020,2,0,0,0
Samsung PM981a,256 GB,TLCSamsung92-layer,M.2 2280,PCIe 3.0 x4,2020,Samsung Phoenix,1024 MB(1 TB model),2020,0.25,0,0,0
Samsung PM981a,512 GB,TLCSamsung92-layer,M.2 2280,PCIe 3.0 x4,2020,Samsung Phoenix,1024 MB(1 TB model),2020,0.5,0,0,0
Samsung PM981a,1 TB,TLCSamsung92-layer,M.2 2280,PCIe 3.0 x4,2020,Samsung Phoenix,1024 MB(1 TB model),2020,1,0,0,0
Samsung PM981,256 GB,TLCSamsung64-layer,M.2 2280,PCIe 3.0 x4,Aug 2017,Samsung Phoenix,1024 MB(1 TB model),2017,0.25,0,0,0
Samsung PM981,512 GB,TLCSamsung64-layer,M.2 2280,PCIe 3.0 x4,Aug 2017,Samsung Phoenix,1024 MB(1 TB model),2017,0.5,0,0,0
Samsung PM981,1 TB,TLCSamsung64-layer,M.2 2280,PCIe 3.0 x4,Aug 2017,Samsung Phoenix,1024 MB(1 TB model),2017,1,0,0,0
Samsung PM981,2 TB,TLCSamsung64-layer,M.2 2280,PCIe 3.0 x4,Aug 2017,Samsung Phoenix,1024 MB(1 TB model),2017,2,0,0,0
Samsung PM963,960 GB,TLCSamsung48-layer,M.2 22110,PCIe 3.0 x4,2016,Samsung Polaris,1024 MB(960 GB model),2016,0.9375,0,0,0
Samsung PM961,128 GB,TLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,2017,Samsung Polaris,1024 MB(1 TB model),2017,0.125,0,0,0
Samsung PM961,256 GB,TLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,2017,Samsung Polaris,1024 MB(1 TB model),2017,0.25,0,0,0
Samsung PM961,512 GB,TLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,2017,Samsung Polaris,1024 MB(1 TB model),2017,0.5,0,0,0
Samsung PM961,1 TB,TLCSamsung48-layer,M.2 2280,PCIe 3.0 x4,2017,Samsung Polaris,1024 MB(1 TB model),2017,1,0,0,0
Samsung PM893,240 GB,TLCSamsung128-layer,"2.5""",SATA 6 Gbps,Aug 2022,Samsung MKX Metis,Unknown(960 GB model),2022,0.234375,0,0,0
Samsung PM893,480 GB,TLCSamsung128-layer,"2.5""",SATA 6 Gbps,Aug 2022,Samsung MKX Metis,Unknown(960 GB model),2022,0.46875,0,0,0
Samsung PM893,960 GB,TLCSamsung128-layer,"2.5""",SATA 6 Gbps,Aug 2022,Samsung MKX Metis,Unknown(960 GB model),2022,0.9375,0,0,0
Samsung PM883,240 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,Jan 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.234375,0,0,0
Samsung PM883,480 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,Jan 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.46875,0,0,0
Samsung PM883,960 GB,TLCSamsung64-layer,"2.5""",SATA 6 Gbps,Jan 2018,Samsung MJX Maru,1024 MB(960 GB model),2018,0.9375,0,0,0
Samsung PM1653,960 GB,TLCSamsung128-layer,"2.5""",SAS 24 Gbps,2022,Samsung RGX,Unknown,2022,0.9375,0,8,0
Samsung BM1743,61 TB,QLCSamsung176-layer,U.2,PCIe 5.0 x4,Jul 2024,Samsung ELAN,Unknown,2024,61,0,0,0
Samsung 990 QVO,4 TB,QLCSamsung176-layer,M.2 2280,PCIe 4.0 x4,2024,Samsung PiccoloQ,DRAM-less(64 MB HMB),2024,4,0,0,0
Samsung 990 Pro (w/ Heatsink) (Pascal + V8 512Gb),1 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,1024 MB(1 TB model),2023,1,0,0,0
Samsung 990 Pro (w/ Heatsink) (Pascal + V8 512Gb),2 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,1024 MB(1 TB model),2023,2,0,0,0
Samsung 990 Pro (w/ Heatsink) (Pascal + V8 1Tb),2 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,2048 MB(2 TB model),2023,2,0,0,0
Samsung 990 Pro (w/ Heatsink) (Pascal + V8 1Tb),4 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,2048 MB(2 TB model),2023,4,0,0,10
Samsung 990 Pro (w/ Heatsink) (Pascal + V7),1 TB,TLCSamsung176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Samsung Pascal,1024 MB(1 TB model),2022,1,0,0,0
Samsung 990 Pro (w/ Heatsink) (Pascal + V7),2 TB,TLCSamsung176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Samsung Pascal,1024 MB(1 TB model),2022,2,0,0,0
Samsung 990 Pro (Pascal + V8 512Gb),1 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,1024 MB(1 TB model),2023,1,0,0,0
Samsung 990 Pro (Pascal + V8 512Gb),2 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,1024 MB(1 TB model),2023,2,0,0,0
Samsung 990 Pro (Pascal + V8 1Tb),2 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,2048 MB(2 TB model),2023,2,0,0,0
Samsung 990 Pro (Pascal + V8 1Tb),4 TB,TLCSamsung236-layer,M.2 2280,PCIe 4.0 x4,2023,Samsung Pascal,2048 MB(2 TB model),2023,4,0,0,10
Samsung 990 Pro (Pascal + V7),1 TB,TLCSamsung176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Samsung Pascal,1024 MB(1 TB model),2022,1,0,0,0
Samsung 990 Pro (Pascal + V7),2 TB,TLCSamsung176-layer,M.2 2280,PCIe 4.0 x4,Aug 2022,Samsung Pascal,1024 MB(1 TB model),2022,2,0,0,0
Samsung 990 Evo Plus,1 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x2,Sep 2024,Samsung Piccolo,DRAM-less(64 MB HMB),2024,1,0,0,0
Samsung 990 Evo Plus,2 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x2,Sep 2024,Samsung Piccolo,DRAM-less(64 MB HMB),2024,2,0,0,0
Samsung 990 Evo Plus,4 TB,TLCSamsung236-layer,M.2 2280,PCIe 5.0 x2,Sep 2024,Samsung Piccolo,DRAM-less(64 MB HMB),2024,4,0,0,0
Samsung 990 Evo,1 TB,TLCSamsung133-layer,M.2 2280,PCIe 4.0 x4,2024,Samsung Piccolo,DRAM-less(64 MB HMB),2024,1,0,0,0
Samsung 990 Evo,2 TB,TLCSamsung133-layer,M.2 2280,PCIe 4.0 x4,2024,Samsung Piccolo,DRAM-less(64 MB HMB),2024,2,0,0,0
